condition,container,discription,follow,lastest_chap,link,tag,teaser,title,view
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Souma, người tái sinh với ký ức của kiếp trước, thức tỉnh được thiên phú hiếm có ""thử và tìm lỗi"" có thể xác nhận cấp độ kỹ năng bằng các con số, và nhờ đó, anh ta có thể nâng các kĩ năng khác nhau một cách đồng đều.
Cậu ấy đã nhập học vào trường học hiệp sĩ nhằm một công việc ""an toàn, việc nhẹ, lư...",999.0,16.3,https://truyenqqq.vn/truyen-tranh/len-cap-hoc-vien-hiep-si-12896,"Action, Adventure, Comedy, Romance, School Life, Slice Of Life",https://i.truyenvua.com/ebook/190x247/len-cap-hoc-vien-hiep-si_1662031645.jpg?gt=hdfgdfg&mobile=2,Lên Cấp Học Viện Hiệp Sĩ,94037.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Jahy-sama, trợ lý của chúa quỷ, là người được toàn thể vương quốc loài quỷ khiếp sợ. Trong một trận giao tranh với nữ pháp sư để bảo vệ vương quốc đang bị tấn công, viên ngọc huyền bí của Jahy-sama đã vỡ, kéo theo sự biến mất của ma thuật và toàn bộ vương quốc. Cô mất đi toàn bộ sức mạnh và bị teo n...",1580.0,64.0,https://truyenqqq.vn/truyen-tranh/jahy-sama-wa-kujikenai-4048,"Action, Comedy, Shounen, Supernatural, Slice Of Life, Ecchi, Tragedy",https://i.truyenvua.com/ebook/190x247/jahy-sama-wa-kujikenai_1516372322.jpg?gt=hdfgdfg&mobile=2,Jahy-Sama Wa Kujikenai!,265287.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Kang Sunghoon, thành viên nhỏ tuổi nhất trong nhà bếp của khách sạn 4 sao tại Hàn Quốc; có khả năng đọc kí ức của các loại nguyên liệu khác nhau. Tuy nhiên, vì là người trẻ nhất, anh ấy vẫn không thể thoát khỏi công việc rửa bát nhàm chán...
",3145.0,70.0,https://truyenqqq.vn/truyen-tranh/dau-bep-tre-nhat-toi-tu-khach-san-hang-ba-12345,"Comedy, Shounen, Manhwa, Webtoon, Truyện Màu",https://i.truyenvua.com/ebook/190x247/dau-bep-tre-nhat-toi-tu-khach-san-hang-ba_1653043660.jpg?gt=hdfgdfg&mobile=2,Đầu Bếp Trẻ Nhất Tới Từ Khách Sạn Hạng Ba,793290.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Fuugo, một cậu bé sống ở ngôi làng ven biên giới vì 1 phút bốc đồng đã làm lộ bí mật sức mạnh của cô bạn thuở bé - Roka khiến cô bé bị bắt đi làm vũ khí chiến tranh. Đau buồn vì lỗi lầm mình mắc phải, Fuugo đã ra sức luyện tập để có thể ra chiến trường mang Roka trở lại, tuy nhiên đất nước cậu lại c...",777.0,6.0,https://truyenqqq.vn/truyen-tranh/vi-nhan-chuyen-sinh-ngu-quoc-dai-chien-13695,"Action, Drama, Shounen",https://i.truyenvua.com/ebook/190x247/vi-nhan-chuyen-sinh-ngu-quoc-dai-chien_1675477498.jpg?gt=hdfgdfg&mobile=2,Vĩ Nhân Chuyển Sinh - Ngũ Quốc Đại Chiến,55131.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Quỷ dị tu sĩ, yêu đạo nổi điên. Nghĩ đang yên lành ở đô thị hiện đại xe cộ đông đúc, quay đầu lại tiến vào huyết nguyệt bao phủ dưới thế giới âm trầm, mỗi một gương mặt đều lộ ra vẻ điên khùng. Là thật? Hay là giả? Ta thật sự phân không rõ nữa rồi! Có lẽ, điên không phải bọn họ... Là ta mới đúng hay...",283.0,7.0,https://truyenqqq.vn/truyen-tranh/quy-dao-thien-su-14331,"Comedy, Supernatural, Manhua, Horror, Xuyên Không, Truyện Màu",https://i.truyenvua.com/ebook/190x247/quy-dao-thien-su_1687265570.jpg?gt=hdfgdfg&mobile=2,Quỷ Đạo Thiên Sư,13962.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"""Cậu thanh niên, có mua hack không?"" ""Nghe nói đây là hệ thống rất thịnh hành, cho ta một hệ thống..."" Vì một lần tình cờ mua được hệ thống hack, tất cả thuộc tính đều thêm sức mạnh, từ đó đi trên con đường thành tiên. Hung thú hoang cổ, một đấm là giết. Ẩn tu đại năng, một đònlà giết. Đại Lực xuất ...",2647.0,72.0,https://truyenqqq.vn/truyen-tranh/thuoc-tinh-cua-ta-deu-them-suc-manh-11521,"Action, Adventure, Manhua, Martial Arts, Truyện Màu",https://i.truyenvua.com/ebook/190x247/thuoc-tinh-cua-ta-deu-them-suc-manh_1628698480.jpg?gt=hdfgdfg&mobile=2,Thuộc Tính Của Ta Đều Thêm Sức Mạnh,506487.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Dựa trên bộ phim điện ảnh cùng tên Crows Zero của tác giả Takahashi Hiroshi! Quá trình thống nhất Suzuran của Takiya Genji và trận chiến với học viện Housen đầy máu lửa được phát họa lại dưới nét vẽ của tác giả  Tetsuhiro Hirakawa (tác giả clover)
",56.0,48.0,https://truyenqqq.vn/truyen-tranh/crows-zero-2-14333,"Action, Comedy, Shounen, School Life",https://i.truyenvua.com/ebook/190x247/crows-zero-2_1687328184.jpg?gt=hdfgdfg&mobile=2,Crows Zero 2,15032.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Ai cũng biết Rokudou là kẻ thất bại. Cậu luôn bị bắt nạt ở trường, bị nhìn đểu ngoài đường, và chỉ dám lén lút phàn nàn về những chuyện đó cùng những người bạn cùng hoàn cảnh với mình trong toilet ở trường. Trong tuyệt vọng, cậu đã sử dụng cuộn sách phép diệt quỷ được truyền lại nhiều đời trong gia ...",2693.0,150.0,https://truyenqqq.vn/truyen-tranh/rokudou-no-onna-tachi-4277,"Action, Adventure, Comedy, Shounen, School Life, Martial Arts, Slice Of Life, Harem",https://i.truyenvua.com/ebook/190x247/rokudou-no-onna-tachi_1522071994.jpg?gt=hdfgdfg&mobile=2,Rokudou No Onna-Tachi,874923.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Haruyoshi, âm dương sư mạnh nhất trong lịch sử đã chết vì bị phản bội. Mong ước một cuộc sống hạnh phúc vào kiếp sau, anh đã sử dụng một năng lực bí mật để chuyển sinh sang thế giới khác! Sống trong một gia đình quý tộc ma pháp sư, Haruyoshi lại không được hưởng dòng máu ma pháp vốn có. Tuy nhiên cầ...",346.0,7.0,https://truyenqqq.vn/truyen-tranh/xac-song-va-sat-nhan-14318,"Action, Adventure, Manhwa, Truyện Màu",https://i.truyenvua.com/ebook/190x247/xac-song-va-sat-nhan_1687075629.jpg?gt=hdfgdfg&mobile=2,Xác Sống Và Sát Nhân,15390.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Trong một cuốn tiểu thuyết giả tưởng, tôi bỗng đã trở thành Astel, em gái không bao giờ xuất hiện của nam chính.
Trong khi anh trai Cassian đang đấu tranh để trả thù của gia tộc, thì nhiệm vụ của tôi là tìm và đối phó với kẻ phản diện cuối cùng vẫn chưa được tiết lộ ngay cả ở cuối nguyên tác!!!
Để l...",3202.0,22.0,https://truyenqqq.vn/truyen-tranh/saikyou-inyoushi-no-isekai-tenseiki-10855,"Action, Adventure, Fantasy, Shounen, Chuyển Sinh",https://i.truyenvua.com/ebook/190x247/saikyou-inyoushi-no-isekai-tenseiki_1612398260.jpg?gt=hdfgdfg&mobile=2,Saikyou Inyoushi No Isekai Tenseiki,363944.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Tokyo, năm 2049... nhờ vào việc thông qua bộ luật ""Cải Cách Galapagos"" bởi chính phủ đương thời, giờ Nga, Trung Quốc, Mỹ và Nhật Bản đã được kết nối với nhau nhờ vào hệ thống Hyperloop. Chính bởi Chủ Nghĩa Đa Văn Hóa trên mà Tokyo đã biến thành một thành phố có tỉ lệ tội phạm cao nhất thế giới. Nhằm...",875.0,14.0,https://truyenqqq.vn/truyen-tranh/cong-tuoc-do-la-anh-trai-toi-13358,"Drama, Manhwa, Ngôn Tình, Truyện Màu",https://i.truyenvua.com/ebook/190x247/cong-tuoc-do-la-anh-trai-toi_1669513273.jpg?gt=hdfgdfg&mobile=2,"Công Tước, Đó Là Anh Trai Tôi",66039.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Nữ hoàng điện ảnh và truyền hình Cố Tri Du ngoài ý muốn xuyên qua cuốn tiểu thuyết BE, hóa thân thành vợ pháo hôi của nam chính bệnh kiều, vì bảo vệ tính mạng nên cùng ông xã đấu trí đấu dũng! Ly hôn? Không đời nào! Trong một thế giới mà những kẻ biến thái ở khắp mọi nơi, hãy xem nữ chính thuần phục...",1263.0,27.0,https://truyenqqq.vn/truyen-tranh/biet-doi-shinobi-7295,"Action, Fantasy, Shounen, Martial Arts, Sci-Fi",https://i.truyenvua.com/ebook/190x247/tokyo-shinobi-squad_1559785143.jpg?gt=hdfgdfg&mobile=2,Biệt Đội Shinobi,133116.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"âu truyện về bối cảnh 3 năm trước Akame ga KILL! Trong phần ZERO này, Akame vẫn đang hoạt động trong đội ám sát của Đế Quốc, với nhiệm vụ tiêu diệt tất cả những mầm mống phản loạn. 
",592.0,58.0,https://truyenqqq.vn/truyen-tranh/benh-kieu-le-gia-duoc-ta-sung-ai-nen-kieu-13748,"Manhua, Ngôn Tình, Xuyên Không, Truyện Màu",https://i.truyenvua.com/ebook/190x247/benh-kieu-le-gia-duoc-ta-sung-ai-nen-kieu_1676521401.jpg?gt=hdfgdfg&mobile=2,Bệnh Kiều Lệ Gia Được Ta Sủng Ái Nên Kiêu,78499.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Sky Vincent được sinh ra trong một thế giới nơi mọi người được đánh giá dựa trên phép thuật hơn là nhân cách của họ. Vì vậy, khi cuộc kiểm tra ma thuật đầu tiên của mình diễn ra và anh ấy có sức mạnh ma thuật yếu nhất hiện có, không thể tránh khỏi, anh ấy ngay lập tức bị gia đình hắt hủi. Đi dạo tro...",1089.0,51.0,https://truyenqqq.vn/truyen-tranh/akame-ga-kill-zero-4675,"Action, Adventure",https://i.truyenvua.com/ebook/190x247/akame-ga-kill-zero_1527559669.jpg?gt=hdfgdfg&mobile=2,Akame Ga Kill! Zero,243445.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Một ngày nọ, một nữ sinh mọc đầy lông chân, mọc tai, đuôi, thèm thịt. Em ấy phải cố gắng đi học và tránh xa trộm chó. Đang đến trường, ẻm lên cơn đói và đướp một chú chim. Chẳng may nam chính nhìn thấy cảnh đó. Xác định!!!
",2232.0,26.0,https://truyenqqq.vn/truyen-tranh/phap-su-hang-b-nhanh-nhat-the-gioi-11781,"Action, Adventure, Comedy, Fantasy, Adult",https://i.truyenvua.com/ebook/190x247/phap-su-hang-b-nhanh-nhat-the-gioi_1633319240.jpg?gt=hdfgdfg&mobile=2,Pháp Sư Hạng B Nhanh Nhất Thế Giới,305782.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Grey, mạo hiêm giả hạng B, được cho chỉ là một nhân vật quần chúng trong game nhập vai ""Bright Fantasy"". Tuy nhiên, trong một lần tình cờ, anh cứu được một đứa trẻ mồ côi bị côn đồ tấn công bên vệ đường và quyết định nuôi nấng cậu bé. Và đứa trẻ mồ côi hóa ra lại là anh hùng của thế giới này, ""Isuka...",876.0,45.0,https://truyenqqq.vn/truyen-tranh/tai-soi-va-mu-do-6900,"Comedy, Supernatural, School Life, Horror, Slice Of Life",https://i.truyenvua.com/ebook/190x247/tai-soi-va-mu-do_1553494846.jpg?gt=hdfgdfg&mobile=2,Tai Sói Và Mũ Đỏ,142724.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"kiếp trước nàng bị người khác khinh hại, cuối cùng tang tử thân chết. Hiện giờ trọng sinh trở về, xem nàng xé đôi cẩu nam nữ thế nào. Còn tìm được Vương gia phương tâm ám hứa

   
",236.0,2.0,https://truyenqqq.vn/truyen-tranh/akuninzura-shita-b-kyuu-boukensha-14305,"Action, Adventure, Drama, Slice Of Life",https://i.truyenvua.com/ebook/190x247/akuninzura-shita-b-kyuu-boukensha_1687055889.jpg?gt=hdfgdfg&mobile=2,Akuninzura Shita B-Kyuu Boukensha,8140.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Câu chuyện nhẹ nhàng về cuộc sống hằng ngày của đôi vợ chồng trẻ...
",3315.0,130.0,https://truyenqqq.vn/truyen-tranh/cuong-nu-trong-sinh-hoan-kho-that-hoang-phi-5950,"Manhua, Shoujo, Mystery, Cổ Đại, Truyện Màu",https://i.truyenvua.com/ebook/190x247/cuong-nu-trong-sinh-hoan-kho-that-hoang-phi_1542208273.jpg?gt=hdfgdfg&mobile=2,Cuồng Nữ Trọng Sinh - Hoàn Khố Thất Hoàng Phi,1110664.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Ryouma Takuma, một người đàn ông 39 tuổi với quá khứ bị che giấu, tỉnh dậy trong một căn phòng lạ màu trắng. Những vị thần bảo rằng anh đã chết và họ sẽ gửi linh hồn anh tới một thế giới khác, nơi mà phép thuật tồn tại. Sống một mình trong vòng 3 năm, linh hồn người chơi của anh mất dần tri giác và ...",1577.0,48.0,https://truyenqqq.vn/truyen-tranh/osake-wa-fuufu-ni-natte-kara-3762,"Comedy, Romance, Seinen, Slice Of Life",https://i.truyenvua.com/ebook/190x247/osake-wa-fuufu-ni-natte-kara_1513688904.jpg?gt=hdfgdfg&mobile=2,Osake Wa Fuufu Ni Natte Kara,252740.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Philomel – công chúa giả mạo – âm mưu cùng mẹ đóng giả thân phận công chúa và là người đã gây ra cuộc chiến giữa Tháp Pháp sư và Đế quốc.
Khi tội ác của cô bị vạch trần, cô đã bị kết án tử hình.
Cái chết này thật sự phù hợp với một kẻ ác-
“Kể cả khi Philomel đã làm những điều sai trái, thì vẫn không...",6978.0,43.1,https://truyenqqq.vn/truyen-tranh/kamitachi-ni-hirowareta-otoko-4434,"Action, Adventure, Drama, Shounen, Supernatural",https://i.truyenvua.com/ebook/190x247/kamitachi-ni-hirowareta-otoko_1524449265.jpg?gt=hdfgdfg&mobile=2,Kamitachi Ni Hirowareta Otoko,978436.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Một xã hội trong đó một sinh vật được gọi là 'quái vật' xuất hiện và đe dọa nhân loại. Gia đình của Choi Kang-sik mất mạng do một sự tồn tại của người ngoài hành tinh xuất hiện mà không hề báo trước. Choi Kang-sik sống với ước mơ trả thù cho gia đình, nhưng không có năng khiếu siêu năng lực. Một cụm...",1898.0,38.0,https://truyenqqq.vn/truyen-tranh/khong-co-noi-nao-danh-cho-cong-chua-gia-mao-13755,"Drama, Fantasy, Romance, Manhwa, Webtoon, Ngôn Tình, Truyện Màu",https://i.truyenvua.com/ebook/190x247/khong-co-noi-nao-danh-cho-cong-chua-gia-mao_1676522513.jpg?gt=hdfgdfg&mobile=2,Không Có Nơi Nào Dành Cho Công Chúa Giả Mạo,182959.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Đến từ tác giả của Sevens và Otomob
Liam Sera Banfield là một người chuyển sinh.
Cậu được tái sinh vào một vũ trụ giả tưởng mà ở đó cả khoa học lẫn ma thuật đều phát triển.
Ở kiếp trước, cậu đã mất tất cả để rồi chêt trong tuyệt vọng:
-Nếu đó là những gì nhận được khi sống tử tế, tôi thà sống buông ...",3341.0,60.0,https://truyenqqq.vn/truyen-tranh/tho-san-ky-ao-12300,"Action, Manhwa, Truyện Màu",https://i.truyenvua.com/ebook/190x247/tho-san-ky-ao_1651237521.jpg?gt=hdfgdfg&mobile=2,Thợ Săn Kỳ Ảo,485609.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Con sói dễ thương và đáng yêu, bị cô bé quàng khăn đỏ ăn thịt...!?Sói Luka vốn định uy hiếp cô bé quàng khăn đỏ, nhưng chẳng biết vì sao lại bị cho rằng đang tỏ tình và bị ăn thịt.Luka luôn bị tấn công thế này, nhưng khi đêm trăng tròn thì...?
",3359.0,19.2,https://truyenqqq.vn/truyen-tranh/ta-la-chua-te-cua-de-che-lien-ngan-ha-11726,"Action, Adventure, Comedy, Sci-Fi, Harem, Magic, Isekai",https://i.truyenvua.com/ebook/190x247/ta-la-chua-te-cua-de-che-lien-ngan-ha_1631271043.jpg?gt=hdfgdfg&mobile=2,Ta Là Chúa Tể Của Đế Chế Liên Ngân Hà,372586.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Câu chuyện về một nhóm lính đánh thuê được gọi là Lagoon Company, những kẻ buôn lậu hàng hóa trong và xung quanh các vùng biển của Đông Nam Á. Cơ sở của chúng hoạt động được đặt tại thành phố ko tưởng của Roanapur ở Thái Lan, và họ vận chuyển hàng hóa trong thuyền PT Black Lagoon. ...
",170.0,11.0,https://truyenqqq.vn/truyen-tranh/co-be-quang-khan-do-thit-soi-14296,"Comedy, Fantasy, Romance, Slice Of Life",https://i.truyenvua.com/ebook/190x247/co-be-quang-khan-do-thit-soi_1686808465.jpg?gt=hdfgdfg&mobile=2,Cô Bé Quàng Khăn Đỏ Thịt Sói,21622.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Những câu chuyện ma tràn ngập nỗi sợ và những điều bí ẩn. Một khi đã đọc chúng, bạn sẽ bị nguyền rủa…
",612.0,106.0,https://truyenqqq.vn/truyen-tranh/ho-den-9128,"Action, Adventure, Drama, Seinen",https://i.truyenvua.com/ebook/190x247/ho-den_1583715820.jpg?gt=hdfgdfg&mobile=2,Hố Đen,232846.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Yokoi Taku có vấn đề trong việc hòa đồng với mọi người, vì vậy cậu chuyển ra riêng sau khi tốt nghiệp cấp 3. Cậu ta sống một mình nhờ vào công việc giao báo và vẽ doujinshi. Một ngày nọ, có cô gái tên Saitou Megumi đột nhiên xuất hiện trước cửa nhà anh ta, tuyên bố rằng cô ta đến từ Tottori để gặp Y...",79.0,23.0,https://truyenqqq.vn/truyen-tranh/nhung-cau-chuyen-kinh-di-doc-dao-14192,"Horror, Manhwa, Truyện Màu",https://i.truyenvua.com/ebook/190x247/nhung-cau-chuyen-kinh-di-doc-dao_1684911199.jpg?gt=hdfgdfg&mobile=2,Những Câu Chuyện Kinh Dị Độc Đáo,28188.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Yêu vương ngốc nghếch thành công trộm tới nhân giới, bởi vì chạy tới gần quá, trực tiếp bị đánh về nguyên hình và mất ký ức; sau khi ký kết hiệp ước chủ phó với nam chủ, bắt đầu hành trình dài dằng dặc để tìm về ký ức và trở thành thánh…
",1050.0,40.0,https://truyenqqq.vn/truyen-tranh/asper-girl-9189,"Drama, Romance, Psychological, Seinen, Slice Of Life",https://i.truyenvua.com/ebook/190x247/asper-girl_1584535854.jpg?gt=hdfgdfg&mobile=2,Asper Girl,170566.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Người dân của Genevu luôn phải sống trong áp bức khi phải gánh khoản nợ khổng lồ. Nhưng rồi một ngày, cô thôn nữ Claire vô tình gặp nguy hiểm do chú ngựa yêu quý của hầu tước Balt Morenheitz gây ra, buộc anh phải ra tay kết liễu nó để cứu tính mạng cô. Sau đó, Claire phải qua đêm cùng Balt để trả ơn...",1018.0,14.0,https://truyenqqq.vn/truyen-tranh/tieu-de-cua-ta-la-yeu-vuong-11271,"Action, Adventure, Fantasy, Manhua, Truyện Màu",https://i.truyenvua.com/ebook/190x247/tieu-de-cua-ta-la-yeu-vuong_1622893828.jpg?gt=hdfgdfg&mobile=2,Tiểu Đệ Của Ta Là Yêu Vương,56491.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Một thanh niên đi tìm người yêu ở dị giới để rủ ẻm tự sát cùng mình.
",1201.0,23.0,https://truyenqqq.vn/truyen-tranh/tu-gio-ta-chinh-la-bac-thay-cua-phap-su-13335,"Action, Manhua, Webtoon, Truyện Màu",https://i.truyenvua.com/ebook/190x247/tu-gio-ta-chinh-la-bac-thay-cua-phap-su_1669091200.jpg?gt=hdfgdfg&mobile=2,"Từ Giờ, Ta Chính Là Bậc Thầy Của Pháp Sư",101518.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Lê Tinh Nhã vô tình thu hoạch được hệ thống ngược tra trở nên mạnh mẽ ngoài ý muốn. Chỉ cần hấp thu giá trị hả giận, là có thể tăng cường thuộc tính, xử lý bọn tra nam tiện nữ kiếp trước hại nhà cô tan cửa nát nhà! Hóa thân thành ác nữ, nàng ỷ vào bàn tay vàng đại sát tứ phương, không ngờ lại chọc đ...",395.0,13.0,https://truyenqqq.vn/truyen-tranh/ngon-gio-dong-xu-altas-13693,"Drama, Fantasy, Romance, Manhwa, Historical, Webtoon, Ngôn Tình, Truyện Màu",https://i.truyenvua.com/ebook/190x247/ngon-gio-dong-xu-altas_1675477177.jpg?gt=hdfgdfg&mobile=2,Ngọn Gió Đông Xứ Altas,26156.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Đời đầu là nhân viên văn phòng hiện đại chết vì làm việc quá sức. Kiếp thứ hai được sinh ra là quý tộc,
nhưng gia đình cháy rụi trong đêm. Người kết hôn mà cô ấy tưởng cậu vàng lại lấy chồng tán tỉnh bất đắc dĩ… Cô ấy bị tai nạn chết mà không trả thù được nên đó là một cái chết của chó. Cô ấy abella...",1546.0,26.0,https://truyenqqq.vn/truyen-tranh/di-gioi-that-cach-12390,"Action, Adventure, Comedy, Fantasy, Romance, Seinen, Historical",https://i.truyenvua.com/ebook/190x247/di-gioi-that-cach_1654322613.jpg?gt=hdfgdfg&mobile=2,Dị Giới Thất Cách,229166.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Cosplay , gái cute con mai que
",2822.0,121.0,https://truyenqqq.vn/truyen-tranh/dem-nay-ac-nu-giang-lam-12156,"Manhua, Ngôn Tình, Chuyển Sinh, Truyện Màu",https://i.truyenvua.com/ebook/190x247/dem-nay-ac-nu-giang-lam_1644494630.jpg?gt=hdfgdfg&mobile=2,Đêm Nay Ác Nữ Giáng Lâm,535882.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Tin tức tốt: Nữ ma đầu Tống Chiêu Miên sống lại rồi! Tin tức xấu: Nàng trùng sinh biến thành một thanh kiếm, còn nhất định phải cùng ""bám lấy"" chủ nhân thanh kiếm mới có thể kéo dài tính mạng! Tin tức càng xấu: Chủ nhân của thanh kiếm này, chính là bạch nhãn lang kiếp trước một kiếm đâm chết nàng, T...",574.0,13.0,https://truyenqqq.vn/truyen-tranh/lang-khach-mot-minh-13999,"Action, Manhwa, Truyện Màu",https://i.truyenvua.com/ebook/190x247/lang-khach-mot-minh_1680687742.jpg?gt=hdfgdfg&mobile=2,Lãng Khách Một Mình,32517.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Cứu mạng với! Ta bị một tên lưu manh bắt cóc rồi, vừa nháo vừa khóc đến đứt gan đứt ruột… chẳng mấy ngày sau. Hừ, dễ thương không phải là cái cớ để ngươi bắt nạt ta!
",736.0,48.1,https://truyenqqq.vn/truyen-tranh/quay-ve-qua-khu-mo-tiem-banh-keo-12907,"Comedy, Manhwa, Ngôn Tình, Cổ Đại, Chuyển Sinh, Truyện Màu",https://i.truyenvua.com/ebook/190x247/quay-ve-qua-khu-mo-tiem-banh-keo_1662124907.jpg?gt=hdfgdfg&mobile=2,Quay Về Quá Khứ Mở Tiệm Bánh Kẹo,79363.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Shindou Eruko, người đẹp ngực bự đeo kiếng, đến làm thợ ở nhà giúp việc Amaguri và đổ ngay đồng nghiệp Hoshi-kun trong buổi đầu làm chung, khổ cái là em ý mới cấp 3 còn bà chị đây 27 tuổi rồi, lại còn ảo tưởng biến thái nên lúc nào cũng mưu kế để được ABCXYZ em ý...
",4986.0,58.0,https://truyenqqq.vn/truyen-tranh/su-quyen-ru-cua-2-5d-8124,"Comedy, Shounen, Harem",https://i.truyenvua.com/ebook/190x247/su-quyen-ru-cua-2-5d_1568255242.jpg?gt=hdfgdfg&mobile=2,Sự Quyến Rủ Của 2.5D,666019.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-38.html,"Chuyển sinh + sinh tồn, vậy thôi
",114.0,3.0,https://truyenqqq.vn/truyen-tranh/ta-bam-lay-do-de-hac-hoa-de-keo-dai-mang-song-14326,"Manhua, Ngôn Tình, Chuyển Sinh, Truyện Màu",https://i.truyenvua.com/ebook/190x247/ta-bam-lay-do-de-hac-hoa-de-keo-dai-mang-song_1687076225.jpg?gt=hdfgdfg&mobile=2,Ta Bám Lấy Đồ Đệ Hắc Hóa Để Kéo Dài Mạng Sống,3972.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-42.html,"Khoa học kỹ thuật tiên tiến, làm sống lại 16 mãnh tướng mạnh nhất lịch sử... Quan Vân Trường, Hạng Vũ, Lữ Bố, Lý Nguyên Bá... được chọn cặp đấu ngẫu nhiên. Ai thắng sẽ được thực hiện một nguyện vọng...
",5709.0,234.0,https://truyenqqq.vn/truyen-tranh/manh-nhat-lich-su-5968,"Action, Manhua, Martial Arts, Truyện Màu",https://i.truyenvua.com/ebook/190x247/manh-nhat-lich-su_1542446904.jpg?gt=hdfgdfg&mobile=2,Mạnh Nhất Lịch Sử,3176481.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-42.html,"Để sống như một con kiến, bạn nên có tham vọng được khao khát. Vũ trụ không chắc chắn, bạn và tôi đều là những con ngựa đen tối. Trò chơi [Metaworld] trở thành hiện thực, người chơi có được khả năng của vai trò trong trò chơi, và thế giới bị xáo trộn. Liu Yi, người mạnh mẽ nhưng sợ chiến đấu, được t...",2276.0,29.0,https://truyenqqq.vn/truyen-tranh/nguoi-choi-cap-toi-da-13900,"Action, Manhwa, Truyện Màu",https://i.truyenvua.com/ebook/190x247/nguoi-choi-cap-toi-da_1679159366.jpg?gt=hdfgdfg&mobile=2,Người Chơi Cấp Tối Đa,230183.0
